ip,cn,id,name,country,dns,port_forward,protocol,offline
138.199.54.34,milano405,italy_2,IT Streaming Optimized,IT,italy-2.privacy.network,True,ovpnudp,
138.199.54.37,milano405,italy_2,IT Streaming Optimized,IT,italy-2.privacy.network,True,wg,
84.239.10.132,virginia403,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,ikev2,
84.239.10.129,virginia403,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,meta,
84.239.10.140,virginia403,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,ovpntcp,
84.239.10.139,virginia403,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,ovpnudp,
84.239.10.142,virginia403,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,wg,
188.126.89.94,helsinki404,fi,FI Helsinki,FI,fi.privacy.network,True,ikev2,
188.126.89.66,helsinki404,fi,FI Helsinki,FI,fi.privacy.network,True,meta,
188.126.89.77,helsinki404,fi,FI Helsinki,FI,fi.privacy.network,True,ovpntcp,
188.126.89.85,helsinki404,fi,FI Helsinki,FI,fi.privacy.network,True,ovpnudp,
188.126.89.72,helsinki404,fi,FI Helsinki,FI,fi.privacy.network,True,wg,
86.107.104.250,hongkong404,hk,Hong Kong,HK,hk.privacy.network,True,ikev2,
86.107.104.241,hongkong404,hk,Hong Kong,HK,hk.privacy.network,True,meta,
86.107.104.249,hongkong404,hk,Hong Kong,HK,hk.privacy.network,True,ovpntcp,
86.107.104.245,hongkong404,hk,Hong Kong,HK,hk.privacy.network,True,ovpnudp,
86.107.104.248,hongkong404,hk,Hong Kong,HK,hk.privacy.network,True,wg,
84.239.6.8,alabama402,us_alabama-pf,US Alabama,US,us-alabama-pf.privacy.network,False,ikev2,
84.239.6.2,alabama402,us_alabama-pf,US Alabama,US,us-alabama-pf.privacy.network,False,meta,
84.239.6.17,alabama402,us_alabama-pf,US Alabama,US,us-alabama-pf.privacy.network,False,ovpntcp,
84.239.6.16,alabama402,us_alabama-pf,US Alabama,US,us-alabama-pf.privacy.network,False,ovpnudp,
84.239.6.7,alabama402,us_alabama-pf,US Alabama,US,us-alabama-pf.privacy.network,False,wg,
84.252.92.28,macau404,macau,Macao,MO,macau.privacy.network,True,ikev2,
84.252.92.16,macau404,macau,Macao,MO,macau.privacy.network,True,meta,
84.252.92.22,macau404,macau,Macao,MO,macau.privacy.network,True,ovpntcp,
84.252.92.25,macau404,macau,Macao,MO,macau.privacy.network,True,ovpnudp,
84.252.92.21,macau404,macau,Macao,MO,macau.privacy.network,True,wg,
185.252.223.156,budapest404,hungary,Hungary,HU,hungary.privacy.network,True,ikev2,
185.128.26.26,budapest404,hungary,Hungary,HU,hungary.privacy.network,True,meta,
185.252.223.156,budapest404,hungary,Hungary,HU,hungary.privacy.network,True,ovpntcp,
185.252.223.155,budapest404,hungary,Hungary,HU,hungary.privacy.network,True,ovpnudp,
185.252.223.158,budapest404,hungary,Hungary,HU,hungary.privacy.network,True,wg,
188.214.122.99,cairo401,egypt,Egypt,EG,egypt.privacy.network,True,ikev2,
188.214.122.98,cairo401,egypt,Egypt,EG,egypt.privacy.network,True,meta,
188.214.122.100,cairo401,egypt,Egypt,EG,egypt.privacy.network,True,ovpntcp,
188.214.122.103,cairo401,egypt,Egypt,EG,egypt.privacy.network,True,ovpnudp,
188.214.122.109,cairo401,egypt,Egypt,EG,egypt.privacy.network,True,wg,
181.214.199.121,melbourne414,aus_melbourne,AU Melbourne,AU,aus-melbourne.privacy.network,True,ikev2,
181.214.199.98,melbourne414,aus_melbourne,AU Melbourne,AU,aus-melbourne.privacy.network,True,meta,
181.214.199.120,melbourne414,aus_melbourne,AU Melbourne,AU,aus-melbourne.privacy.network,True,ovpntcp,
181.214.199.103,melbourne414,aus_melbourne,AU Melbourne,AU,aus-melbourne.privacy.network,True,ovpnudp,
181.214.199.113,melbourne414,aus_melbourne,AU Melbourne,AU,aus-melbourne.privacy.network,True,wg,
64.64.99.13,bolivia401,bo_bolivia-pf,Bolivia,BO,bo-bolivia-pf.privacy.network,True,ikev2,
64.64.99.2,bolivia401,bo_bolivia-pf,Bolivia,BO,bo-bolivia-pf.privacy.network,True,meta,
64.64.99.22,bolivia401,bo_bolivia-pf,Bolivia,BO,bo-bolivia-pf.privacy.network,True,ovpntcp,
64.64.99.13,bolivia401,bo_bolivia-pf,Bolivia,BO,bo-bolivia-pf.privacy.network,True,ovpnudp,
64.64.99.28,bolivia401,bo_bolivia-pf,Bolivia,BO,bo-bolivia-pf.privacy.network,True,wg,
154.47.30.34,johannesburg411,za,South Africa,ZA,za.privacy.network,True,ikev2,
154.47.30.31,johannesburg411,za,South Africa,ZA,za.privacy.network,True,meta,
154.47.30.44,johannesburg411,za,South Africa,ZA,za.privacy.network,True,ovpntcp,
154.47.30.44,johannesburg411,za,South Africa,ZA,za.privacy.network,True,ovpnudp,
154.47.30.41,johannesburg411,za,South Africa,ZA,za.privacy.network,True,wg,
95.181.235.16,saudiarabia403,saudiarabia,Saudi Arabia,SA,saudiarabia.privacy.network,True,ikev2,
95.181.235.2,saudiarabia403,saudiarabia,Saudi Arabia,SA,saudiarabia.privacy.network,True,meta,
95.181.235.11,saudiarabia403,saudiarabia,Saudi Arabia,SA,saudiarabia.privacy.network,True,ovpntcp,
95.181.235.7,saudiarabia403,saudiarabia,Saudi Arabia,SA,saudiarabia.privacy.network,True,ovpnudp,
95.181.235.9,saudiarabia403,saudiarabia,Saudi Arabia,SA,saudiarabia.privacy.network,True,wg,
151.241.125.23,atlanta411,us_atlanta,US Atlanta,US,us-atlanta.privacy.network,False,ikev2,
151.241.125.2,atlanta411,us_atlanta,US Atlanta,US,us-atlanta.privacy.network,False,meta,
151.241.125.30,atlanta411,us_atlanta,US Atlanta,US,us-atlanta.privacy.network,False,ovpntcp,
151.241.125.28,atlanta411,us_atlanta,US Atlanta,US,us-atlanta.privacy.network,False,ovpnudp,
151.241.125.13,atlanta411,us_atlanta,US Atlanta,US,us-atlanta.privacy.network,False,wg,
84.239.25.16,minnesota402,us_minnesota-pf,US Minnesota,US,us-minnesota-pf.privacy.network,False,ikev2,
84.239.25.1,minnesota402,us_minnesota-pf,US Minnesota,US,us-minnesota-pf.privacy.network,False,meta,
84.239.25.6,minnesota402,us_minnesota-pf,US Minnesota,US,us-minnesota-pf.privacy.network,False,ovpntcp,
84.239.25.10,minnesota402,us_minnesota-pf,US Minnesota,US,us-minnesota-pf.privacy.network,False,ovpnudp,
84.239.25.16,minnesota402,us_minnesota-pf,US Minnesota,US,us-minnesota-pf.privacy.network,False,wg,
95.181.236.7,georgia403,georgia,Georgia,GE,georgia.privacy.network,True,ikev2,
95.181.236.2,georgia403,georgia,Georgia,GE,georgia.privacy.network,True,meta,
95.181.236.11,georgia403,georgia,Georgia,GE,georgia.privacy.network,True,ovpntcp,
95.181.236.10,georgia403,georgia,Georgia,GE,georgia.privacy.network,True,ovpnudp,
95.181.236.11,georgia403,georgia,Georgia,GE,georgia.privacy.network,True,wg,
95.181.237.7,venezuela403,venezuela,Venezuela,VE,venezuela.privacy.network,True,ikev2,
95.181.237.2,venezuela403,venezuela,Venezuela,VE,venezuela.privacy.network,True,meta,
95.181.237.3,venezuela403,venezuela,Venezuela,VE,venezuela.privacy.network,True,ovpntcp,
95.181.237.5,venezuela403,venezuela,Venezuela,VE,venezuela.privacy.network,True,ovpnudp,
95.181.237.3,venezuela403,venezuela,Venezuela,VE,venezuela.privacy.network,True,wg,
103.108.174.26,mumbai414,in,India,IN,in.privacy.network,True,ikev2,
103.108.174.1,mumbai414,in,India,IN,in.privacy.network,True,meta,
103.108.174.2,mumbai414,in,India,IN,in.privacy.network,True,ovpntcp,
103.108.174.4,mumbai414,in,India,IN,in.privacy.network,True,ovpnudp,
103.108.174.3,mumbai414,in,India,IN,in.privacy.network,True,wg,
84.239.31.139,mississippi402,us_mississippi-pf,US Mississippi,US,us-mississippi-pf.privacy.network,False,ikev2,
84.239.31.129,mississippi402,us_mississippi-pf,US Mississippi,US,us-mississippi-pf.privacy.network,False,meta,
84.239.31.145,mississippi402,us_mississippi-pf,US Mississippi,US,us-mississippi-pf.privacy.network,False,ovpntcp,
84.239.31.145,mississippi402,us_mississippi-pf,US Mississippi,US,us-mississippi-pf.privacy.network,False,ovpnudp,
84.239.31.144,mississippi402,us_mississippi-pf,US Mississippi,US,us-mississippi-pf.privacy.network,False,wg,
84.239.47.132,montana402,us_montana-pf,US Montana,US,us-montana-pf.privacy.network,False,ikev2,
84.239.47.129,montana402,us_montana-pf,US Montana,US,us-montana-pf.privacy.network,False,meta,
84.239.47.141,montana402,us_montana-pf,US Montana,US,us-montana-pf.privacy.network,False,ovpntcp,
84.239.47.139,montana402,us_montana-pf,US Montana,US,us-montana-pf.privacy.network,False,ovpnudp,
84.239.47.147,montana402,us_montana-pf,US Montana,US,us-montana-pf.privacy.network,False,wg,
84.239.10.2,tennessee402,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,ikev2,
84.239.10.1,tennessee402,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,meta,
84.239.10.15,tennessee402,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,ovpntcp,
84.239.10.15,tennessee402,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,ovpnudp,
84.239.10.16,tennessee402,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,wg,
45.133.193.60,reykjavik403,is,Iceland,IS,is.privacy.network,True,ikev2,
45.133.193.50,reykjavik403,is,Iceland,IS,is.privacy.network,True,meta,
45.133.193.56,reykjavik403,is,Iceland,IS,is.privacy.network,True,ovpntcp,
45.133.193.60,reykjavik403,is,Iceland,IS,is.privacy.network,True,ovpnudp,
45.133.193.54,reykjavik403,is,Iceland,IS,is.privacy.network,True,wg,
149.40.50.23,massachusetts405,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,ikev2,
149.40.50.1,massachusetts405,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,meta,
149.40.50.20,massachusetts405,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,ovpntcp,
149.40.50.26,massachusetts405,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,ovpnudp,
149.40.50.11,massachusetts405,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,wg,
84.239.6.130,kentucky402,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,ikev2,
84.239.6.129,kentucky402,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,meta,
84.239.6.136,kentucky402,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,ovpntcp,
84.239.6.142,kentucky402,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,ovpnudp,
84.239.6.150,kentucky402,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,wg,
84.239.41.24,newhampshire403,us_new_hampshire-pf,US New Hampshire,US,us-new-hampshire-pf.privacy.network,False,ikev2,
84.239.41.21,newhampshire403,us_new_hampshire-pf,US New Hampshire,US,us-new-hampshire-pf.privacy.network,False,meta,
84.239.41.33,newhampshire403,us_new_hampshire-pf,US New Hampshire,US,us-new-hampshire-pf.privacy.network,False,ovpntcp,
84.239.41.36,newhampshire403,us_new_hampshire-pf,US New Hampshire,US,us-new-hampshire-pf.privacy.network,False,ovpnudp,
84.239.41.39,newhampshire403,us_new_hampshire-pf,US New Hampshire,US,us-new-hampshire-pf.privacy.network,False,wg,
98.159.36.138,sarajevo403,ba,Bosnia and Herzegovina,BA,ba.privacy.network,True,ikev2,
98.159.36.128,sarajevo403,ba,Bosnia and Herzegovina,BA,ba.privacy.network,True,meta,
98.159.36.133,sarajevo403,ba,Bosnia and Herzegovina,BA,ba.privacy.network,True,ovpntcp,
98.159.36.136,sarajevo403,ba,Bosnia and Herzegovina,BA,ba.privacy.network,True,ovpnudp,
98.159.36.131,sarajevo403,ba,Bosnia and Herzegovina,BA,ba.privacy.network,True,wg,
173.244.56.98,phoenix421,us3,US West,US,us3.privacy.network,False,ikev2,
173.244.56.97,phoenix421,us3,US West,US,us3.privacy.network,False,meta,
173.244.56.103,phoenix421,us3,US West,US,us3.privacy.network,False,ovpntcp,
173.244.56.118,phoenix421,us3,US West,US,us3.privacy.network,False,ovpnudp,
173.244.56.112,phoenix421,us3,US West,US,us3.privacy.network,False,wg,
154.47.29.151,zagreb403,zagreb,Croatia,HR,zagreb.privacy.network,True,ikev2,
154.47.29.129,zagreb403,zagreb,Croatia,HR,zagreb.privacy.network,True,meta,
154.47.29.131,zagreb403,zagreb,Croatia,HR,zagreb.privacy.network,True,ovpntcp,
154.47.29.140,zagreb403,zagreb,Croatia,HR,zagreb.privacy.network,True,ovpnudp,
154.47.29.149,zagreb403,zagreb,Croatia,HR,zagreb.privacy.network,True,wg,
149.88.26.147,jerusalem414,israel,Israel,IL,israel.privacy.network,True,ikev2,
149.88.26.129,jerusalem414,israel,Israel,IL,israel.privacy.network,True,meta,
149.88.26.165,jerusalem414,israel,Israel,IL,israel.privacy.network,True,ovpntcp,
149.88.26.141,jerusalem414,israel,Israel,IL,israel.privacy.network,True,ovpnudp,
149.88.26.136,jerusalem414,israel,Israel,IL,israel.privacy.network,True,wg,
84.239.7.150,southcarolina402,us_south_carolina-pf,US South Carolina,US,us-south-carolina-pf.privacy.network,False,ikev2,
84.239.7.129,southcarolina402,us_south_carolina-pf,US South Carolina,US,us-south-carolina-pf.privacy.network,False,meta,
84.239.7.159,southcarolina402,us_south_carolina-pf,US South Carolina,US,us-south-carolina-pf.privacy.network,False,ovpntcp,
84.239.7.153,southcarolina402,us_south_carolina-pf,US South Carolina,US,us-south-carolina-pf.privacy.network,False,ovpnudp,
84.239.7.134,southcarolina402,us_south_carolina-pf,US South Carolina,US,us-south-carolina-pf.privacy.network,False,wg,
95.181.239.19,srilanka404,srilanka,Sri Lanka,LK,srilanka.privacy.network,True,ikev2,
95.181.239.14,srilanka404,srilanka,Sri Lanka,LK,srilanka.privacy.network,True,meta,
95.181.239.17,srilanka404,srilanka,Sri Lanka,LK,srilanka.privacy.network,True,ovpntcp,
95.181.239.22,srilanka404,srilanka,Sri Lanka,LK,srilanka.privacy.network,True,ovpnudp,
95.181.239.18,srilanka404,srilanka,Sri Lanka,LK,srilanka.privacy.network,True,wg,
188.215.235.126,cambodia402,cambodia,Cambodia,KH,cambodia.privacy.network,True,ikev2,
188.215.235.114,cambodia402,cambodia,Cambodia,KH,cambodia.privacy.network,True,meta,
188.215.235.125,cambodia402,cambodia,Cambodia,KH,cambodia.privacy.network,True,ovpntcp,
188.215.235.123,cambodia402,cambodia,Cambodia,KH,cambodia.privacy.network,True,ovpnudp,
188.215.235.118,cambodia402,cambodia,Cambodia,KH,cambodia.privacy.network,True,wg,
84.239.17.161,michigan404,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,ikev2,
84.239.17.150,michigan404,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,meta,
84.239.17.158,michigan404,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,ovpntcp,
84.239.17.151,michigan404,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,ovpnudp,
84.239.17.164,michigan404,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,wg,
98.159.234.84,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,ikev2,
98.159.234.83,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,meta,
98.159.234.108,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,ovpntcp,
98.159.234.108,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,ovpnudp,
98.159.234.99,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,wg,
143.244.52.59,romania401,ro,Romania,RO,ro.privacy.network,True,ikev2,
143.244.52.32,romania401,ro,Romania,RO,ro.privacy.network,True,meta,
143.244.52.47,romania401,ro,Romania,RO,ro.privacy.network,True,ovpntcp,
143.244.52.40,romania401,ro,Romania,RO,ro.privacy.network,True,ovpnudp,
143.244.52.61,romania401,ro,Romania,RO,ro.privacy.network,True,wg,
212.32.50.189,lasvegas423,us_las_vegas,US Las Vegas,US,us-lasvegas.privacy.network,False,ikev2,
212.32.50.7,lasvegas423,us_las_vegas,US Las Vegas,US,us-lasvegas.privacy.network,False,meta,
212.32.50.180,lasvegas423,us_las_vegas,US Las Vegas,US,us-lasvegas.privacy.network,False,ovpntcp,
212.32.50.170,lasvegas423,us_las_vegas,US Las Vegas,US,us-lasvegas.privacy.network,False,ovpnudp,
212.32.50.166,lasvegas423,us_las_vegas,US Las Vegas,US,us-lasvegas.privacy.network,False,wg,
156.146.60.70,vienna403,austria,Austria,AT,austria.privacy.network,True,ikev2,
156.146.60.32,vienna403,austria,Austria,AT,austria.privacy.network,True,meta,
156.146.60.70,vienna403,austria,Austria,AT,austria.privacy.network,True,ovpntcp,
156.146.60.69,vienna403,austria,Austria,AT,austria.privacy.network,True,ovpnudp,
156.146.60.71,vienna403,austria,Austria,AT,austria.privacy.network,True,wg,
146.70.15.41,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,ikev2,
146.70.15.34,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,meta,
146.70.15.38,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,ovpntcp,
146.70.15.44,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,ovpnudp,
146.70.15.43,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,wg,
77.81.142.49,mexico406,mexico,Mexico,MX,mexico.privacy.network,True,ikev2,
77.81.142.45,mexico406,mexico,Mexico,MX,mexico.privacy.network,True,meta,
77.81.142.46,mexico406,mexico,Mexico,MX,mexico.privacy.network,True,ovpntcp,
77.81.142.47,mexico406,mexico,Mexico,MX,mexico.privacy.network,True,ovpnudp,
77.81.142.54,mexico406,mexico,Mexico,MX,mexico.privacy.network,True,wg,
45.88.97.241,frankfurt415,de_germany-so,DE Germany Streaming Optimized,DE,de-germany-so.privacy.network,True,ikev2,
45.88.97.6,frankfurt415,de_germany-so,DE Germany Streaming Optimized,DE,de-germany-so.privacy.network,True,meta,
45.88.97.230,frankfurt415,de_germany-so,DE Germany Streaming Optimized,DE,de-germany-so.privacy.network,True,ovpntcp,
45.88.97.237,frankfurt415,de_germany-so,DE Germany Streaming Optimized,DE,de-germany-so.privacy.network,True,ovpnudp,
45.88.97.249,frankfurt415,de_germany-so,DE Germany Streaming Optimized,DE,de-germany-so.privacy.network,True,wg,
156.146.39.98,dallas443,us_south_west,US Texas,US,us-texas.privacy.network,False,ikev2,
156.146.39.61,dallas443,us_south_west,US Texas,US,us-texas.privacy.network,False,meta,
156.146.39.97,dallas443,us_south_west,US Texas,US,us-texas.privacy.network,False,ovpntcp,
156.146.39.93,dallas443,us_south_west,US Texas,US,us-texas.privacy.network,False,ovpnudp,
156.146.39.87,dallas443,us_south_west,US Texas,US,us-texas.privacy.network,False,wg,
84.239.33.140,oklahoma402,us_oklahoma-pf,US Oklahoma,US,us-oklahoma-pf.privacy.network,False,ikev2,
84.239.33.129,oklahoma402,us_oklahoma-pf,US Oklahoma,US,us-oklahoma-pf.privacy.network,False,meta,
84.239.33.131,oklahoma402,us_oklahoma-pf,US Oklahoma,US,us-oklahoma-pf.privacy.network,False,ovpntcp,
84.239.33.149,oklahoma402,us_oklahoma-pf,US Oklahoma,US,us-oklahoma-pf.privacy.network,False,ovpnudp,
84.239.33.141,oklahoma402,us_oklahoma-pf,US Oklahoma,US,us-oklahoma-pf.privacy.network,False,wg,
173.239.217.169,andorra406,ad,Andorra,AD,ad.privacy.network,True,ikev2,
173.239.217.128,andorra406,ad,Andorra,AD,ad.privacy.network,True,meta,
173.239.217.130,andorra406,ad,Andorra,AD,ad.privacy.network,True,ovpntcp,
173.239.217.138,andorra406,ad,Andorra,AD,ad.privacy.network,True,ovpnudp,
173.239.217.171,andorra406,ad,Andorra,AD,ad.privacy.network,True,wg,
140.228.24.174,montreal429,ca,CA Montreal,CA,ca-montreal.privacy.network,True,ikev2,
140.228.24.7,montreal429,ca,CA Montreal,CA,ca-montreal.privacy.network,True,meta,
140.228.24.188,montreal429,ca,CA Montreal,CA,ca-montreal.privacy.network,True,ovpntcp,
140.228.24.170,montreal429,ca,CA Montreal,CA,ca-montreal.privacy.network,True,ovpnudp,
140.228.24.182,montreal429,ca,CA Montreal,CA,ca-montreal.privacy.network,True,wg,
84.239.50.16,southdakota402,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,ikev2,
84.239.50.1,southdakota402,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,meta,
84.239.50.19,southdakota402,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,ovpntcp,
84.239.50.4,southdakota402,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,ovpnudp,
84.239.50.11,southdakota402,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,wg,
94.156.14.44,sofia406,sofia,Bulgaria,BG,sofia.privacy.network,True,ikev2,
94.156.14.30,sofia406,sofia,Bulgaria,BG,sofia.privacy.network,True,meta,
94.156.14.46,sofia406,sofia,Bulgaria,BG,sofia.privacy.network,True,ovpntcp,
94.156.14.51,sofia406,sofia,Bulgaria,BG,sofia.privacy.network,True,ovpnudp,
94.156.14.41,sofia406,sofia,Bulgaria,BG,sofia.privacy.network,True,wg,
212.112.19.22,stockholm407,sweden,SE Stockholm,SE,sweden.privacy.network,True,ikev2,
212.112.19.18,stockholm407,sweden,SE Stockholm,SE,sweden.privacy.network,True,meta,
212.112.19.27,stockholm407,sweden,SE Stockholm,SE,sweden.privacy.network,True,ovpntcp,
212.112.19.25,stockholm407,sweden,SE Stockholm,SE,sweden.privacy.network,True,ovpnudp,
212.112.19.29,stockholm407,sweden,SE Stockholm,SE,sweden.privacy.network,True,wg,
173.239.221.8,guatemala401,gt_guatemala-pf,Guatemala,GT,gt-guatemala-pf.privacy.network,True,ikev2,
173.239.221.2,guatemala401,gt_guatemala-pf,Guatemala,GT,gt-guatemala-pf.privacy.network,True,meta,
173.239.221.26,guatemala401,gt_guatemala-pf,Guatemala,GT,gt-guatemala-pf.privacy.network,True,ovpntcp,
173.239.221.8,guatemala401,gt_guatemala-pf,Guatemala,GT,gt-guatemala-pf.privacy.network,True,ovpnudp,
173.239.221.18,guatemala401,gt_guatemala-pf,Guatemala,GT,gt-guatemala-pf.privacy.network,True,wg,
84.239.37.6,maine402,us_maine-pf,US Maine,US,us-maine-pf.privacy.network,False,ikev2,
84.239.37.2,maine402,us_maine-pf,US Maine,US,us-maine-pf.privacy.network,False,meta,
84.239.37.3,maine402,us_maine-pf,US Maine,US,us-maine-pf.privacy.network,False,ovpntcp,
84.239.37.16,maine402,us_maine-pf,US Maine,US,us-maine-pf.privacy.network,False,ovpnudp,
84.239.37.18,maine402,us_maine-pf,US Maine,US,us-maine-pf.privacy.network,False,wg,
91.90.126.50,panama411,panama,Panama,PA,panama.privacy.network,True,ikev2,False
91.90.126.35,panama411,panama,Panama,PA,panama.privacy.network,True,meta,False
91.90.126.62,panama411,panama,Panama,PA,panama.privacy.network,True,ovpntcp,False
91.90.126.45,panama411,panama,Panama,PA,panama.privacy.network,True,ovpnudp,False
91.90.126.52,panama411,panama,Panama,PA,panama.privacy.network,True,wg,False
84.239.7.20,northcarolina402,us_north_carolina-pf,US North Carolina,US,us-north-carolina-pf.privacy.network,False,ikev2,False
84.239.7.1,northcarolina402,us_north_carolina-pf,US North Carolina,US,us-north-carolina-pf.privacy.network,False,meta,False
84.239.7.9,northcarolina402,us_north_carolina-pf,US North Carolina,US,us-north-carolina-pf.privacy.network,False,ovpntcp,False
84.239.7.6,northcarolina402,us_north_carolina-pf,US North Carolina,US,us-north-carolina-pf.privacy.network,False,ovpnudp,False
84.239.7.15,northcarolina402,us_north_carolina-pf,US North Carolina,US,us-north-carolina-pf.privacy.network,False,wg,False
156.146.41.12,milano402,italy,IT Milano,IT,italy.privacy.network,True,ikev2,False
156.146.41.1,milano402,italy,IT Milano,IT,italy.privacy.network,True,meta,False
156.146.41.17,milano402,italy,IT Milano,IT,italy.privacy.network,True,ovpntcp,False
156.146.41.22,milano402,italy,IT Milano,IT,italy.privacy.network,True,ovpnudp,False
156.146.41.14,milano402,italy,IT Milano,IT,italy.privacy.network,True,wg,False
173.244.62.10,adelaide401,au_adelaide-pf,AU Adelaide,AU,au-adelaide-pf.privacy.network,True,ikev2,False
173.244.62.2,adelaide401,au_adelaide-pf,AU Adelaide,AU,au-adelaide-pf.privacy.network,True,meta,False
173.244.62.11,adelaide401,au_adelaide-pf,AU Adelaide,AU,au-adelaide-pf.privacy.network,True,ovpntcp,False
173.244.62.13,adelaide401,au_adelaide-pf,AU Adelaide,AU,au-adelaide-pf.privacy.network,True,ovpnudp,False
173.244.62.3,adelaide401,au_adelaide-pf,AU Adelaide,AU,au-adelaide-pf.privacy.network,True,wg,False
98.159.234.92,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,ikev2,False
98.159.234.83,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,meta,False
98.159.234.98,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,ovpntcp,False
98.159.234.98,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,ovpnudp,False
98.159.234.95,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,wg,False
188.241.80.49,china407,china,China,CN,china.privacy.network,True,ikev2,False
188.241.80.43,china407,china,China,CN,china.privacy.network,True,meta,False
188.241.80.50,china407,china,China,CN,china.privacy.network,True,ovpntcp,False
188.241.80.50,china407,china,China,CN,china.privacy.network,True,ovpnudp,False
188.241.80.48,china407,china,China,CN,china.privacy.network,True,wg,False
176.125.230.8,malta403,malta,Malta,MT,malta.privacy.network,True,ikev2,False
176.125.230.2,malta403,malta,Malta,MT,malta.privacy.network,True,meta,False
176.125.230.7,malta403,malta,Malta,MT,malta.privacy.network,True,ovpntcp,False
176.125.230.7,malta403,malta,Malta,MT,malta.privacy.network,True,ovpnudp,False
176.125.230.10,malta403,malta,Malta,MT,malta.privacy.network,True,wg,False
37.19.210.185,denver432,us_denver,US Denver,US,us-denver.privacy.network,False,ikev2,False
37.19.210.130,denver432,us_denver,US Denver,US,us-denver.privacy.network,False,meta,False
37.19.210.171,denver432,us_denver,US Denver,US,us-denver.privacy.network,False,ovpntcp,False
37.19.210.181,denver432,us_denver,US Denver,US,us-denver.privacy.network,False,ovpnudp,False
37.19.210.171,denver432,us_denver,US Denver,US,us-denver.privacy.network,False,wg,False
195.80.150.184,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,ikev2,False
195.80.150.178,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,meta,False
195.80.150.190,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,ovpntcp,False
195.80.150.187,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,ovpnudp,False
195.80.150.181,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,wg,False
156.146.63.179,paris414,france,France,FR,france.privacy.network,True,ikev2,False
156.146.63.129,paris414,france,France,FR,france.privacy.network,True,meta,False
156.146.63.181,paris414,france,France,FR,france.privacy.network,True,ovpntcp,False
